7.000000000000000666e-02,8.479511778666076749e-01,7.911014204462590849e-01,9.093172555932451662e-01,8.244633198950543918e-01,8.790064422938960176e-01,8.525604222155257483e-01,8.571315292733486801e-01,8.813109080637547832e-01,8.592139882667719775e-01,8.233534495829702982e-01,8.369514195389744504e-01,8.408957784000360425e-01,8.349728423405160527e-01,8.320328590962324800e-01,8.474503891679401324e-01,8.665241120539861619e-01,8.449106966408448383e-01,8.797647341167574853e-01,8.954833554661372208e-01,8.290590247765349252e-01,8.213200862129544921e-01,8.245452348595947445e-01,8.104554768143278354e-01,8.595821088318852388e-01,8.617583934933017442e-01,8.172461018035074298e-01,8.155605156928685817e-01,8.115878649200580774e-01,8.841924509699486956e-01,8.477263911369783411e-01,8.515917329744009390e-01,8.512272536579331694e-01,8.304932643035000117e-01,8.652506349206110503e-01,8.270490374639549724e-01,8.349700639335225771e-01,8.298696479202603005e-01,8.377355794824078439e-01,8.000329006271280630e-01,8.591391632576161896e-01,8.087991282452066111e-01,8.436343183130485812e-01,8.553383588413487892e-01
1.400000000000000133e-01,1.656234049729696567e+00,1.673666941664412988e+00,1.671820147889436337e+00,1.616604498459240258e+00,1.616632880211118506e+00,1.727160437122970960e+00,1.632475627084505998e+00,1.633170929840397578e+00,1.631315041346013572e+00,1.605744782858369080e+00,1.596482204731458854e+00,1.672238887137730279e+00,1.706597295331137465e+00,1.677341155978111731e+00,1.685966274928177633e+00,1.726903511323919060e+00,1.697616039388591069e+00,1.700955049458819479e+00,1.604640358418736978e+00,1.684732620831369765e+00,1.636537970138148612e+00,1.651856425341310608e+00,1.720782949616639579e+00,1.671057087405172670e+00,1.648620742004664130e+00,1.718347101775595798e+00,1.668458257760782937e+00,1.703301643507175056e+00,1.679255347753582095e+00,1.672517224530341018e+00,1.699747595961018876e+00,1.671290036274158952e+00,1.709033102281896976e+00,1.666974208682260983e+00,1.736934610608093843e+00,1.611084690546678022e+00,1.702763584935970798e+00,1.607641137750789539e+00,1.774248036980254684e+00
2.099999999999999922e-01,2.495095062911772743e+00,2.543730852150057675e+00,2.532618408091513285e+00,2.587440947297114047e+00,2.489790365192040333e+00,2.490862338572942036e+00,2.411343221442475926e+00,2.350480960285269205e+00,2.520447270675653328e+00,2.453432480479896149e+00,2.516059665151989311e+00,2.437170997587518873e+00,2.590481880951912341e+00,2.523567480832527021e+00,2.588442684718249787e+00,2.458466011548368524e+00,2.581078031434528075e+00,2.479729334389923157e+00,2.336504325077355393e+00,2.479497851331624148e+00,2.459769070799052937e+00,2.485402822242828602e+00,2.475436399795312159e+00,2.656486898634498051e+00,2.544492070842865328e+00,2.465551123972499425e+00,2.509690253338398236e+00,2.404182214056282962e+00,2.515617733136749301e+00,2.455178409195239997e+00,2.578575422645075221e+00,2.453714474059925266e+00,2.561993810489533008e+00,2.457100057442564989e+00,2.604415823468982261e+00,2.640146521309763461e+00,2.435266233131376801e+00,2.492886843161065347e+00,2.449796444662691641e+00,2.501922474178649214e+00,2.542009787500393081e+00,2.486597209666629560e+00,2.419243799563965958e+00,2.492001239304842741e+00,2.646840032939137277e+00,2.468673708628496666e+00,2.559510205497296909e+00,2.556574892997023341e+00
2.800000000000000266e-01,3.233033096712186527e+00,3.277440232106720419e+00,3.450421646210721338e+00,3.309980132665963914e+00,3.336872384130877833e+00,3.341886765142129789e+00,3.329027270439078645e+00,3.462361880841791528e+00,3.324810427255084466e+00,3.353246648309732958e+00,3.219022029539799767e+00,3.453265781641624788e+00,3.414123351922000449e+00,3.310467226796232065e+00,3.388024595313153586e+00,3.331380840848058078e+00,3.345132280537259195e+00,3.286127877825375521e+00,3.282800941494745217e+00,3.233038808726093727e+00,3.241849081598878968e+00,3.368838185194956036e+00,3.240895022848672369e+00,3.413251121489584872e+00,3.261187601573552808e+00,3.422676049163612788e+00,3.470018775072669204e+00,3.529509166978729073e+00,3.350145879581399200e+00,3.360169148351345836e+00,3.263986628328584771e+00,3.334915473853783840e+00,3.356888303533063667e+00,3.382997588478214634e+00,3.487365940518235785e+00,3.232107897069876667e+00,3.247752532784270230e+00,3.477155067799184707e+00,3.334990246958753790e+00,3.423321054861363510e+00,3.318540532694854051e+00,3.371469130358632160e+00,3.255337177122904713e+00,3.209792959493630082e+00,3.270141877719687340e+00,3.390198862577013195e+00,3.544607668133837208e+00
3.500000000000000333e-01,4.261146957151876968e+00,4.155162262779770188e+00,4.146838797586679171e+00,4.273149823956509330e+00,4.213260028502589627e+00,4.294016801399599181e+00,4.303624314751824720e+00,4.139575920324824132e+00,4.074737816556178061e+00,4.014327176661295127e+00,4.154702683533290752e+00,4.115496545532965733e+00,4.071536196747202574e+00,4.070708136894627849e+00,4.027897843361484043e+00,4.178843170998035816e+00,4.068580465469151086e+00,4.312966404635431239e+00,4.223588754095199072e+00,3.973495616644257211e+00,3.963536392920083085e+00,4.230434346163982617e+00,4.095836434798993508e+00,3.955238458829217318e+00,4.214238354911123530e+00,4.234481461369218991e+00,3.976256815062525263e+00,4.030538865915964664e+00,4.041790128219418854e+00,3.992919611046399808e+00,4.141134975946164865e+00,4.196928103982460634e+00,3.994589769253553246e+00,4.029821391284087007e+00,3.919003527989102675e+00,3.961652914821678362e+00,4.240370454942238077e+00,4.232195720257093008e+00,4.325287580320163805e+00,4.027108350175848450e+00,4.226317559007708446e+00,4.229664758497054144e+00,4.107746957361261053e+00,4.122262318798700420e+00,4.305700303993327260e+00,4.009022331489133784e+00,4.015205893540380266e+00,4.364920438123459867e+00,4.170223003114380766e+00,4.200075009198820375e+00,4.158743748379342797e+00,4.233560678404670874e+00,4.092050260035444254e+00,4.172448393017146095e+00,4.140800495562248607e+00,4.292053564590980308e+00,4.053452705465137917e+00,4.031413336853218787e+00,4.048013444013861317e+00,4.093402618361715817e+00,4.138924723252682014e+00,4.294516730438062702e+00
4.199999999999999845e-01,5.156768721125526866e+00,5.071671873603113667e+00,4.958361241605936165e+00,4.984489495799043546e+00,5.006981589902150809e+00,4.664484355233149415e+00,5.117033430307646569e+00,4.924416180538368160e+00,5.130761848197256114e+00,5.147111945192874849e+00,4.916309306202601093e+00,4.937091943558598039e+00,4.881212252559987697e+00,5.053605085413092723e+00,5.004265629163612061e+00,4.978530558684510332e+00,4.959580194655522689e+00,4.722202612136585209e+00,4.805020107844045540e+00,4.709556267032223964e+00,4.877935364441833954e+00,4.890799244844499682e+00,5.011614534692422573e+00,4.892409695817824478e+00,4.946882992469019413e+00,4.978510652935824510e+00,5.070644536185740847e+00,5.099256029390986100e+00,4.984531480200488751e+00,4.944608682191394600e+00,4.920412592319753031e+00,4.989775656942788906e+00,4.870507349877262193e+00,5.055420023152890074e+00,4.963820210184870518e+00,4.858817917120637375e+00,4.988860505127265199e+00,4.896501566901003244e+00,4.859509179586535055e+00,4.843247601708564609e+00,4.821680859475616643e+00,4.879380222653011856e+00,4.887566098252116298e+00,5.139903499491497385e+00,5.183545861874831573e+00,5.031251189952979708e+00,4.926515815273148746e+00,4.807647933893044900e+00,4.885551551239722734e+00,4.942828179718400605e+00,5.221315562925921583e+00,5.173782352061806478e+00,5.251250731993433618e+00,5.045760048100556894e+00,4.827922519821885139e+00,4.920515025812650656e+00,4.975260263820716844e+00,4.994598543660299761e+00,4.900926847340738135e+00,4.983696819754199758e+00,4.809821582870388745e+00,4.854939018262089512e+00,4.869343498407682880e+00,4.818309560663463387e+00,4.913721190195674104e+00,4.844352793817165548e+00,5.173801163458549901e+00,4.781980859474176171e+00,4.747960506231091671e+00,5.011017718619880768e+00,4.889922842723686713e+00,4.915392888323113496e+00
